form,class,deixis,tam
t̪-á-dɔɽðat̪-à,t̪,itive,imperfective
t̪-á-dɔɽðat̪-ɔ́,t̪,ventive,imperfective
rn-á,unmarked,ventive,imperative
rn-ɔ́,unmarked,itive,imperative
rə̀-rn-à,r,ventive,dependent
rə̀-rn-ɔ́,r,ventive,perfective
rə̀-rn-ɛ̀,r,itive,dependent
r-à-rn-ɛ̀,r,itive,perfective
r-á-rn-à,r,itive,imperfective
r-á-rn-ɔ́,r,ventive,imperfective
lə̀-rn-à,l,ventive,dependent
lə̀-rn-ɔ́,l,ventive,perfective
lə̀-rn-ɛ̀,l,itive,dependent
l-à-rn-ɛ̀,l,itive,perfective
l-á-rn-à,l,itive,imperfective
l-á-rn-ɔ́,l,ventive,imperfective
ŋə̀-rn-à,ŋ,ventive,dependent
ŋə̀-rn-ɔ́,ŋ,ventive,perfective
ŋə̀-rn-ɛ̀,ŋ,itive,dependent
ŋ-à-rn-ɛ̀,ŋ,itive,perfective
ŋ-á-rn-à,ŋ,itive,imperfective
ŋ-á-rn-ɔ́,ŋ,ventive,imperfective
ɲə̀-rn-à,ɲ,ventive,dependent
ɲə̀-rn-ɔ́,ɲ,ventive,perfective
ɲə̀-rn-ɛ̀,ɲ,itive,dependent
ɲ-à-rn-ɛ̀,ɲ,itive,perfective
ɲ-á-rn-à,ɲ,itive,imperfective
ɲ-á-rn-ɔ́,ɲ,ventive,imperfective
nə̀-rn-à,n,ventive,dependent
nə̀-rn-ɔ́,n,ventive,perfective
nə̀-rn-ɛ̀,n,itive,dependent
n-à-rn-ɛ̀,n,itive,perfective
n-á-rn-à,n,itive,imperfective
n-á-rn-ɔ́,n,ventive,imperfective
jə̀-rn-à,j,ventive,dependent
jə̀-rn-ɔ́,j,ventive,perfective
jə̀-rn-ɛ̀,j,itive,dependent
j-à-rn-ɛ̀,j,itive,perfective
j-á-rn-à,j,itive,imperfective
j-á-rn-ɔ́,j,ventive,imperfective
ðə̀-rn-à,ð,ventive,dependent
ðə̀-rn-ɔ́,ð,ventive,perfective
ðə̀-rn-ɛ̀,ð,itive,dependent
ðə́-rn-á,ð,unmarked,infinitive
ð-à-rn-ɛ̀,ð,itive,perfective
ð-á-rn-à,ð,itive,imperfective
ð-á-rn-ɔ́,ð,ventive,imperfective
gə̀-rn-à,g,ventive,dependent
gə̀-rn-ɔ́,g,ventive,perfective
gə̀-rn-ɛ̀,g,itive,dependent
g-à-rn-ɛ̀,g,itive,perfective
g-á-rn-à,g,itive,imperfective
g-á-rn-ɔ́,g,ventive,imperfective
t̪ə̀-rn-à,t̪,ventive,dependent
t̪ə̀-rn-ɔ́,t̪,ventive,perfective
t̪ə̀-rn-ɛ̀,t̪,itive,dependent
t̪-à-rn-ɛ̀,t̪,itive,perfective
t̪-á-rn-à,t̪,itive,imperfective
t̪-á-rn-ɔ́,t̪,ventive,imperfective
ɽot̪-á,unmarked,ventive,imperative
ɽot̪-ɔ́,unmarked,itive,imperative
rə̀-ɽot̪-à,r,ventive,dependent
rə̀-ɽot̪-ɔ́,r,ventive,perfective
rə̀-ɽot̪-ɛ̀,r,itive,dependent
r-à-ɽot̪-ɛ̀,r,itive,perfective
r-á-ɽot̪-à,r,itive,imperfective
r-á-ɽot̪-ɔ́,r,ventive,imperfective
lə̀-ɽot̪-à,l,ventive,dependent
lə̀-ɽot̪-ɔ́,l,ventive,perfective
lə̀-ɽot̪-ɛ̀,l,itive,dependent
l-à-ɽot̪-ɛ̀,l,itive,perfective
l-á-ɽot̪-à,l,itive,imperfective
l-á-ɽot̪-ɔ́,l,ventive,imperfective
ŋə̀-ɽot̪-à,ŋ,ventive,dependent
ŋə̀-ɽot̪-ɔ́,ŋ,ventive,perfective
ŋə̀-ɽot̪-ɛ̀,ŋ,itive,dependent
ŋ-à-ɽot̪-ɛ̀,ŋ,itive,perfective
ŋ-á-ɽot̪-à,ŋ,itive,imperfective
ŋ-á-ɽot̪-ɔ́,ŋ,ventive,imperfective
ɲə̀-ɽot̪-à,ɲ,ventive,dependent
ɲə̀-ɽot̪-ɔ́,ɲ,ventive,perfective
ɲə̀-ɽot̪-ɛ̀,ɲ,itive,dependent
ɲ-à-ɽot̪-ɛ̀,ɲ,itive,perfective
ɲ-á-ɽot̪-à,ɲ,itive,imperfective
ɲ-á-ɽot̪-ɔ́,ɲ,ventive,imperfective
nə̀-ɽot̪-à,n,ventive,dependent
nə̀-ɽot̪-ɔ́,n,ventive,perfective
nə̀-ɽot̪-ɛ̀,n,itive,dependent
n-à-ɽot̪-ɛ̀,n,itive,perfective
n-á-ɽot̪-à,n,itive,imperfective
n-á-ɽot̪-ɔ́,n,ventive,imperfective
jə̀-ɽot̪-à,j,ventive,dependent
jə̀-ɽot̪-ɔ́,j,ventive,perfective
jə̀-ɽot̪-ɛ̀,j,itive,dependent
j-à-ɽot̪-ɛ̀,j,itive,perfective
j-á-ɽot̪-à,j,itive,imperfective
j-á-ɽot̪-ɔ́,j,ventive,imperfective
ðə̀-ɽot̪-à,ð,ventive,dependent
ðə̀-ɽot̪-ɔ́,ð,ventive,perfective
ðə̀-ɽot̪-ɛ̀,ð,itive,dependent
ðə́-ɽot̪-á,ð,unmarked,infinitive
ð-à-ɽot̪-ɛ̀,ð,itive,perfective
ð-á-ɽot̪-à,ð,itive,imperfective
ð-á-ɽot̪-ɔ́,ð,ventive,imperfective
gə̀-ɽot̪-à,g,ventive,dependent
gə̀-ɽot̪-ɔ́,g,ventive,perfective
gə̀-ɽot̪-ɛ̀,g,itive,dependent
g-à-ɽot̪-ɛ̀,g,itive,perfective
g-á-ɽot̪-à,g,itive,imperfective
g-á-ɽot̪-ɔ́,g,ventive,imperfective
t̪ə̀-ɽot̪-à,t̪,ventive,dependent
t̪ə̀-ɽot̪-ɔ́,t̪,ventive,perfective
t̪ə̀-ɽot̪-ɛ̀,t̪,itive,dependent
t̪-à-ɽot̪-ɛ̀,t̪,itive,perfective
t̪-á-ɽot̪-à,t̪,itive,imperfective
t̪-á-ɽot̪-ɔ́,t̪,ventive,imperfective
kwɔt̪-á,unmarked,ventive,imperative
kwɔt̪-ɔ́,unmarked,itive,imperative
rə̀-kwɔt̪-à,r,ventive,dependent
rə̀-kwɔt̪-ɔ́,r,ventive,perfective
rə̀-kwɔt̪-ɛ̀,r,itive,dependent
r-à-kwɔt̪-ɛ̀,r,itive,perfective
r-á-kwɔt̪-à,r,itive,imperfective
r-á-kwɔt̪-ɔ́,r,ventive,imperfective
lə̀-kwɔt̪-à,l,ventive,dependent
lə̀-kwɔt̪-ɔ́,l,ventive,perfective
lə̀-kwɔt̪-ɛ̀,l,itive,dependent
l-à-kwɔt̪-ɛ̀,l,itive,perfective
l-á-kwɔt̪-à,l,itive,imperfective
l-á-kwɔt̪-ɔ́,l,ventive,imperfective
ŋə̀-kwɔt̪-à,ŋ,ventive,dependent
ŋə̀-kwɔt̪-ɔ́,ŋ,ventive,perfective
ŋə̀-kwɔt̪-ɛ̀,ŋ,itive,dependent
ŋ-à-kwɔt̪-ɛ̀,ŋ,itive,perfective
ŋ-á-kwɔt̪-à,ŋ,itive,imperfective
ŋ-á-kwɔt̪-ɔ́,ŋ,ventive,imperfective
ɲə̀-kwɔt̪-à,ɲ,ventive,dependent
ɲə̀-kwɔt̪-ɔ́,ɲ,ventive,perfective
ɲə̀-kwɔt̪-ɛ̀,ɲ,itive,dependent
ɲ-à-kwɔt̪-ɛ̀,ɲ,itive,perfective
ɲ-á-kwɔt̪-à,ɲ,itive,imperfective
ɲ-á-kwɔt̪-ɔ́,ɲ,ventive,imperfective
nə̀-kwɔt̪-à,n,ventive,dependent
nə̀-kwɔt̪-ɔ́,n,ventive,perfective
nə̀-kwɔt̪-ɛ̀,n,itive,dependent
n-à-kwɔt̪-ɛ̀,n,itive,perfective
n-á-kwɔt̪-à,n,itive,imperfective
n-á-kwɔt̪-ɔ́,n,ventive,imperfective
jə̀-kwɔt̪-à,j,ventive,dependent
jə̀-kwɔt̪-ɔ́,j,ventive,perfective
jə̀-kwɔt̪-ɛ̀,j,itive,dependent
j-à-kwɔt̪-ɛ̀,j,itive,perfective
j-á-kwɔt̪-à,j,itive,imperfective
j-á-kwɔt̪-ɔ́,j,ventive,imperfective
ðə̀-kwɔt̪-à,ð,ventive,dependent
ðə̀-kwɔt̪-ɔ́,ð,ventive,perfective
ðə̀-kwɔt̪-ɛ̀,ð,itive,dependent
ðə́-kwɔt̪-á,ð,unmarked,infinitive
ð-à-kwɔt̪-ɛ̀,ð,itive,perfective
ð-á-kwɔt̪-à,ð,itive,imperfective
ð-á-kwɔt̪-ɔ́,ð,ventive,imperfective
gə̀-kwɔt̪-à,g,ventive,dependent
gə̀-kwɔt̪-ɔ́,g,ventive,perfective
gə̀-kwɔt̪-ɛ̀,g,itive,dependent
g-à-kwɔt̪-ɛ̀,g,itive,perfective
g-á-kwɔt̪-à,g,itive,imperfective
g-á-kwɔt̪-ɔ́,g,ventive,imperfective
t̪ə̀-kwɔt̪-à,t̪,ventive,dependent
t̪ə̀-kwɔt̪-ɔ́,t̪,ventive,perfective
t̪ə̀-kwɔt̪-ɛ̀,t̪,itive,dependent
t̪-à-kwɔt̪-ɛ̀,t̪,itive,perfective
t̪-á-kwɔt̪-à,t̪,itive,imperfective
t̪-á-kwɔt̪-ɔ́,t̪,ventive,imperfective
kwɔð-á,unmarked,ventive,imperative
kwɔð-ɔ́,unmarked,itive,imperative
rə̀-kwɔð-à,r,ventive,dependent
rə̀-kwɔð-ɔ́,r,ventive,perfective
rə̀-kwɔð-ɛ̀,r,itive,dependent
r-à-kwɔð-ɛ̀,r,itive,perfective
r-á-kwɔð-à,r,itive,imperfective
r-á-kwɔð-ɔ́,r,ventive,imperfective
lə̀-kwɔð-à,l,ventive,dependent
lə̀-kwɔð-ɔ́,l,ventive,perfective
lə̀-kwɔð-ɛ̀,l,itive,dependent
l-à-kwɔð-ɛ̀,l,itive,perfective
l-á-kwɔð-à,l,itive,imperfective
l-á-kwɔð-ɔ́,l,ventive,imperfective
ŋə̀-kwɔð-à,ŋ,ventive,dependent
ŋə̀-kwɔð-ɔ́,ŋ,ventive,perfective
ŋə̀-kwɔð-ɛ̀,ŋ,itive,dependent
ŋ-à-kwɔð-ɛ̀,ŋ,itive,perfective
ŋ-á-kwɔð-à,ŋ,itive,imperfective
ŋ-á-kwɔð-ɔ́,ŋ,ventive,imperfective
ɲə̀-kwɔð-à,ɲ,ventive,dependent
ɲə̀-kwɔð-ɔ́,ɲ,ventive,perfective
ɲə̀-kwɔð-ɛ̀,ɲ,itive,dependent
ɲ-à-kwɔð-ɛ̀,ɲ,itive,perfective
ɲ-á-kwɔð-à,ɲ,itive,imperfective
ɲ-á-kwɔð-ɔ́,ɲ,ventive,imperfective
nə̀-kwɔð-à,n,ventive,dependent
nə̀-kwɔð-ɔ́,n,ventive,perfective
nə̀-kwɔð-ɛ̀,n,itive,dependent
n-à-kwɔð-ɛ̀,n,itive,perfective
n-á-kwɔð-à,n,itive,imperfective
n-á-kwɔð-ɔ́,n,ventive,imperfective
jə̀-kwɔð-à,j,ventive,dependent
jə̀-kwɔð-ɔ́,j,ventive,perfective
jə̀-kwɔð-ɛ̀,j,itive,dependent
j-à-kwɔð-ɛ̀,j,itive,perfective
j-á-kwɔð-à,j,itive,imperfective
j-á-kwɔð-ɔ́,j,ventive,imperfective
ðə̀-kwɔð-à,ð,ventive,dependent
ðə̀-kwɔð-ɔ́,ð,ventive,perfective
ðə̀-kwɔð-ɛ̀,ð,itive,dependent
ðə́-kwɔð-á,ð,unmarked,infinitive
ð-à-kwɔð-ɛ̀,ð,itive,perfective
ð-á-kwɔð-à,ð,itive,imperfective
ð-á-kwɔð-ɔ́,ð,ventive,imperfective
gə̀-kwɔð-à,g,ventive,dependent
gə̀-kwɔð-ɔ́,g,ventive,perfective
gə̀-kwɔð-ɛ̀,g,itive,dependent
g-à-kwɔð-ɛ̀,g,itive,perfective
g-á-kwɔð-à,g,itive,imperfective
g-á-kwɔð-ɔ́,g,ventive,imperfective
t̪ə̀-kwɔð-à,t̪,ventive,dependent
t̪ə̀-kwɔð-ɔ́,t̪,ventive,perfective
t̪ə̀-kwɔð-ɛ̀,t̪,itive,dependent
t̪-à-kwɔð-ɛ̀,t̪,itive,perfective
t̪-á-kwɔð-à,t̪,itive,imperfective
t̪-á-kwɔð-ɔ́,t̪,ventive,imperfective
laŋ-á,unmarked,ventive,imperative
laŋ-ɔ́,unmarked,itive,imperative
rə̀-laŋ-à,r,ventive,dependent
rə̀-laŋ-ɔ́,r,ventive,perfective
rə̀-laŋ-ɛ̀,r,itive,dependent
r-à-laŋ-ɛ̀,r,itive,perfective
r-á-laŋ-à,r,itive,imperfective
r-á-laŋ-ɔ́,r,ventive,imperfective
lə̀-laŋ-à,l,ventive,dependent
lə̀-laŋ-ɔ́,l,ventive,perfective
lə̀-laŋ-ɛ̀,l,itive,dependent
l-à-laŋ-ɛ̀,l,itive,perfective
l-á-laŋ-à,l,itive,imperfective
l-á-laŋ-ɔ́,l,ventive,imperfective
ŋə̀-laŋ-à,ŋ,ventive,dependent
ŋə̀-laŋ-ɔ́,ŋ,ventive,perfective
ŋə̀-laŋ-ɛ̀,ŋ,itive,dependent
ŋ-à-laŋ-ɛ̀,ŋ,itive,perfective
ŋ-á-laŋ-à,ŋ,itive,imperfective
ŋ-á-laŋ-ɔ́,ŋ,ventive,imperfective
ɲə̀-laŋ-à,ɲ,ventive,dependent
ɲə̀-laŋ-ɔ́,ɲ,ventive,perfective
ɲə̀-laŋ-ɛ̀,ɲ,itive,dependent
ɲ-à-laŋ-ɛ̀,ɲ,itive,perfective
ɲ-á-laŋ-à,ɲ,itive,imperfective
ɲ-á-laŋ-ɔ́,ɲ,ventive,imperfective
nə̀-laŋ-à,n,ventive,dependent
nə̀-laŋ-ɔ́,n,ventive,perfective
nə̀-laŋ-ɛ̀,n,itive,dependent
n-à-laŋ-ɛ̀,n,itive,perfective
n-á-laŋ-à,n,itive,imperfective
n-á-laŋ-ɔ́,n,ventive,imperfective
jə̀-laŋ-à,j,ventive,dependent
jə̀-laŋ-ɔ́,j,ventive,perfective
jə̀-laŋ-ɛ̀,j,itive,dependent
j-à-laŋ-ɛ̀,j,itive,perfective
j-á-laŋ-à,j,itive,imperfective
j-á-laŋ-ɔ́,j,ventive,imperfective
ðə̀-laŋ-à,ð,ventive,dependent
ðə̀-laŋ-ɔ́,ð,ventive,perfective
ðə̀-laŋ-ɛ̀,ð,itive,dependent
ðə́-laŋ-á,ð,unmarked,infinitive
ð-à-laŋ-ɛ̀,ð,itive,perfective
ð-á-laŋ-à,ð,itive,imperfective
ð-á-laŋ-ɔ́,ð,ventive,imperfective
gə̀-laŋ-à,g,ventive,dependent
gə̀-laŋ-ɔ́,g,ventive,perfective
gə̀-laŋ-ɛ̀,g,itive,dependent
g-à-laŋ-ɛ̀,g,itive,perfective
g-á-laŋ-à,g,itive,imperfective
g-á-laŋ-ɔ́,g,ventive,imperfective
t̪ə̀-laŋ-à,t̪,ventive,dependent
t̪ə̀-laŋ-ɔ́,t̪,ventive,perfective
t̪ə̀-laŋ-ɛ̀,t̪,itive,dependent
t̪-à-laŋ-ɛ̀,t̪,itive,perfective
t̪-á-laŋ-à,t̪,itive,imperfective
t̪-á-laŋ-ɔ́,t̪,ventive,imperfective
ləŋ-á,unmarked,ventive,imperative
ləŋ-ɔ́,unmarked,itive,imperative
rə̀-ləŋ-à,r,ventive,dependent
rə̀-ləŋ-ɔ́,r,ventive,perfective
rə̀-ləŋ-ɛ̀,r,itive,dependent
r-à-ləŋ-ɛ̀,r,itive,perfective
r-á-ləŋ-à,r,itive,imperfective
r-á-ləŋ-ɔ́,r,ventive,imperfective
lə̀-ləŋ-à,l,ventive,dependent
lə̀-ləŋ-ɔ́,l,ventive,perfective
lə̀-ləŋ-ɛ̀,l,itive,dependent
l-à-ləŋ-ɛ̀,l,itive,perfective
l-á-ləŋ-à,l,itive,imperfective
l-á-ləŋ-ɔ́,l,ventive,imperfective
ŋə̀-ləŋ-à,ŋ,ventive,dependent
ŋə̀-ləŋ-ɔ́,ŋ,ventive,perfective
ŋə̀-ləŋ-ɛ̀,ŋ,itive,dependent
ŋ-à-ləŋ-ɛ̀,ŋ,itive,perfective
ŋ-á-ləŋ-à,ŋ,itive,imperfective
ŋ-á-ləŋ-ɔ́,ŋ,ventive,imperfective
ɲə̀-ləŋ-à,ɲ,ventive,dependent
ɲə̀-ləŋ-ɔ́,ɲ,ventive,perfective
ɲə̀-ləŋ-ɛ̀,ɲ,itive,dependent
ɲ-à-ləŋ-ɛ̀,ɲ,itive,perfective
ɲ-á-ləŋ-à,ɲ,itive,imperfective
ɲ-á-ləŋ-ɔ́,ɲ,ventive,imperfective
nə̀-ləŋ-à,n,ventive,dependent
nə̀-ləŋ-ɔ́,n,ventive,perfective
nə̀-ləŋ-ɛ̀,n,itive,dependent
n-à-ləŋ-ɛ̀,n,itive,perfective
n-á-ləŋ-à,n,itive,imperfective
n-á-ləŋ-ɔ́,n,ventive,imperfective
jə̀-ləŋ-à,j,ventive,dependent
jə̀-ləŋ-ɔ́,j,ventive,perfective
jə̀-ləŋ-ɛ̀,j,itive,dependent
j-à-ləŋ-ɛ̀,j,itive,perfective
j-á-ləŋ-à,j,itive,imperfective
j-á-ləŋ-ɔ́,j,ventive,imperfective
ðə̀-ləŋ-à,ð,ventive,dependent
ðə̀-ləŋ-ɔ́,ð,ventive,perfective
ðə̀-ləŋ-ɛ̀,ð,itive,dependent
ðə́-ləŋ-á,ð,unmarked,infinitive
ð-à-ləŋ-ɛ̀,ð,itive,perfective
ð-á-ləŋ-à,ð,itive,imperfective
ð-á-ləŋ-ɔ́,ð,ventive,imperfective
gə̀-ləŋ-à,g,ventive,dependent
gə̀-ləŋ-ɔ́,g,ventive,perfective
gə̀-ləŋ-ɛ̀,g,itive,dependent
g-à-ləŋ-ɛ̀,g,itive,perfective
g-á-ləŋ-à,g,itive,imperfective
g-á-ləŋ-ɔ́,g,ventive,imperfective
t̪ə̀-ləŋ-à,t̪,ventive,dependent
t̪ə̀-ləŋ-ɔ́,t̪,ventive,perfective
t̪ə̀-ləŋ-ɛ̀,t̪,itive,dependent
t̪-à-ləŋ-ɛ̀,t̪,itive,perfective
t̪-á-ləŋ-à,t̪,itive,imperfective
t̪-á-ləŋ-ɔ́,t̪,ventive,imperfective
ŋat̪-á,unmarked,ventive,imperative
ŋat̪-ɔ́,unmarked,itive,imperative
rə̀-ŋat̪-à,r,ventive,dependent
rə̀-ŋat̪-ɔ́,r,ventive,perfective
rə̀-ŋat̪-ɛ̀,r,itive,dependent
r-à-ŋat̪-ɛ̀,r,itive,perfective
r-á-ŋat̪-à,r,itive,imperfective
r-á-ŋat̪-ɔ́,r,ventive,imperfective
lə̀-ŋat̪-à,l,ventive,dependent
lə̀-ŋat̪-ɔ́,l,ventive,perfective
lə̀-ŋat̪-ɛ̀,l,itive,dependent
l-à-ŋat̪-ɛ̀,l,itive,perfective
l-á-ŋat̪-à,l,itive,imperfective
l-á-ŋat̪-ɔ́,l,ventive,imperfective
ŋə̀-ŋat̪-à,ŋ,ventive,dependent
ŋə̀-ŋat̪-ɔ́,ŋ,ventive,perfective
ŋə̀-ŋat̪-ɛ̀,ŋ,itive,dependent
ŋ-à-ŋat̪-ɛ̀,ŋ,itive,perfective
ŋ-á-ŋat̪-à,ŋ,itive,imperfective
ŋ-á-ŋat̪-ɔ́,ŋ,ventive,imperfective
ɲə̀-ŋat̪-à,ɲ,ventive,dependent
ɲə̀-ŋat̪-ɔ́,ɲ,ventive,perfective
ɲə̀-ŋat̪-ɛ̀,ɲ,itive,dependent
ɲ-à-ŋat̪-ɛ̀,ɲ,itive,perfective
ɲ-á-ŋat̪-à,ɲ,itive,imperfective
ɲ-á-ŋat̪-ɔ́,ɲ,ventive,imperfective
nə̀-ŋat̪-à,n,ventive,dependent
nə̀-ŋat̪-ɔ́,n,ventive,perfective
nə̀-ŋat̪-ɛ̀,n,itive,dependent
n-à-ŋat̪-ɛ̀,n,itive,perfective
n-á-ŋat̪-à,n,itive,imperfective
n-á-ŋat̪-ɔ́,n,ventive,imperfective
jə̀-ŋat̪-à,j,ventive,dependent
jə̀-ŋat̪-ɔ́,j,ventive,perfective
jə̀-ŋat̪-ɛ̀,j,itive,dependent
j-à-ŋat̪-ɛ̀,j,itive,perfective
j-á-ŋat̪-à,j,itive,imperfective
j-á-ŋat̪-ɔ́,j,ventive,imperfective
ðə̀-ŋat̪-à,ð,ventive,dependent
ðə̀-ŋat̪-ɔ́,ð,ventive,perfective
ðə̀-ŋat̪-ɛ̀,ð,itive,dependent
ðə́-ŋat̪-á,ð,unmarked,infinitive
ð-à-ŋat̪-ɛ̀,ð,itive,perfective
ð-á-ŋat̪-à,ð,itive,imperfective
ð-á-ŋat̪-ɔ́,ð,ventive,imperfective
gə̀-ŋat̪-à,g,ventive,dependent
gə̀-ŋat̪-ɔ́,g,ventive,perfective
gə̀-ŋat̪-ɛ̀,g,itive,dependent
g-à-ŋat̪-ɛ̀,g,itive,perfective
g-á-ŋat̪-à,g,itive,imperfective
g-á-ŋat̪-ɔ́,g,ventive,imperfective
t̪ə̀-ŋat̪-à,t̪,ventive,dependent
t̪ə̀-ŋat̪-ɔ́,t̪,ventive,perfective
t̪ə̀-ŋat̪-ɛ̀,t̪,itive,dependent
t̪-à-ŋat̪-ɛ̀,t̪,itive,perfective
t̪-á-ŋat̪-à,t̪,itive,imperfective
t̪-á-ŋat̪-ɔ́,t̪,ventive,imperfective
ɔbəð-á,unmarked,ventive,imperative
ɔbəð-ɔ́,unmarked,itive,imperative
r-ɔbəð-à,r,ventive,dependent
r-ɔbəð-ɔ́,r,ventive,perfective
r-ɔbəð-ɛ̀,r,itive,dependent
r-à-ɔbəð-ɛ̀,r,itive,perfective
r-á-ɔbəð-à,r,itive,imperfective
r-á-ɔbəð-ɔ́,r,ventive,imperfective
l-ɔbəð-à,l,ventive,dependent
l-ɔbəð-ɔ́,l,ventive,perfective
l-ɔbəð-ɛ̀,l,itive,dependent
l-à-ɔbəð-ɛ̀,l,itive,perfective
l-á-ɔbəð-à,l,itive,imperfective
l-á-ɔbəð-ɔ́,l,ventive,imperfective
ŋ-ɔbəð-à,ŋ,ventive,dependent
ŋ-ɔbəð-ɔ́,ŋ,ventive,perfective
ŋ-ɔbəð-ɛ̀,ŋ,itive,dependent
ŋ-à-ɔbəð-ɛ̀,ŋ,itive,perfective
ŋ-á-ɔbəð-à,ŋ,itive,imperfective
ŋ-á-ɔbəð-ɔ́,ŋ,ventive,imperfective
ɲ-ɔbəð-à,ɲ,ventive,dependent
ɲ-ɔbəð-ɔ́,ɲ,ventive,perfective
ɲ-ɔbəð-ɛ̀,ɲ,itive,dependent
ɲ-à-ɔbəð-ɛ̀,ɲ,itive,perfective
ɲ-á-ɔbəð-à,ɲ,itive,imperfective
ɲ-á-ɔbəð-ɔ́,ɲ,ventive,imperfective
n-ɔbəð-à,n,ventive,dependent
n-ɔbəð-ɔ́,n,ventive,perfective
n-ɔbəð-ɛ̀,n,itive,dependent
n-à-ɔbəð-ɛ̀,n,itive,perfective
n-á-ɔbəð-à,n,itive,imperfective
n-á-ɔbəð-ɔ́,n,ventive,imperfective
j-ɔbəð-à,j,ventive,dependent
j-ɔbəð-ɔ́,j,ventive,perfective
j-ɔbəð-ɛ̀,j,itive,dependent
j-à-ɔbəð-ɛ̀,j,itive,perfective
j-á-ɔbəð-à,j,itive,imperfective
j-á-ɔbəð-ɔ́,j,ventive,imperfective
ð-ɔbəð-à,ð,ventive,dependent
ð-ɔbəð-á,ð,unmarked,infinitive
ð-ɔbəð-ɔ́,ð,ventive,perfective
ð-ɔbəð-ɛ̀,ð,itive,dependent
ð-à-ɔbəð-ɛ̀,ð,itive,perfective
ð-á-ɔbəð-à,ð,itive,imperfective
ð-á-ɔbəð-ɔ́,ð,ventive,imperfective
g-ɔbəð-à,g,ventive,dependent
g-ɔbəð-ɔ́,g,ventive,perfective
g-ɔbəð-ɛ̀,g,itive,dependent
g-à-ɔbəð-ɛ̀,g,itive,perfective
g-á-ɔbəð-à,g,itive,imperfective
g-á-ɔbəð-ɔ́,g,ventive,imperfective
t̪-ɔbəð-à,t̪,ventive,dependent
t̪-ɔbəð-ɔ́,t̪,ventive,perfective
t̪-ɔbəð-ɛ̀,t̪,itive,dependent
t̪-à-ɔbəð-ɛ̀,t̪,itive,perfective
t̪-á-ɔbəð-à,t̪,itive,imperfective
t̪-á-ɔbəð-ɔ́,t̪,ventive,imperfective
uɾɛt̪-ɔ́,unmarked,itive,imperative
uɾɛt̪-ɔ́,unmarked,ventive,imperative
r-uɾɛt̪-ɔ̀,r,ventive,dependent
r-uɾɛt̪-ɔ́,r,ventive,perfective
r-uɾɛt̪-ɛ̀,r,itive,dependent
r-à-uɾɛt̪-ɛ̀,r,itive,perfective
r-á-uɾɛt̪-ɔ̀,r,itive,imperfective
r-á-uɾɛt̪-ɔ́,r,ventive,imperfective
l-uɾɛt̪-ɔ̀,l,ventive,dependent
l-uɾɛt̪-ɔ́,l,ventive,perfective
l-uɾɛt̪-ɛ̀,l,itive,dependent
l-à-uɾɛt̪-ɛ̀,l,itive,perfective
l-á-uɾɛt̪-ɔ̀,l,itive,imperfective
l-á-uɾɛt̪-ɔ́,l,ventive,imperfective
ŋ-uɾɛt̪-ɔ̀,ŋ,ventive,dependent
ŋ-uɾɛt̪-ɔ́,ŋ,ventive,perfective
ŋ-uɾɛt̪-ɛ̀,ŋ,itive,dependent
ŋ-à-uɾɛt̪-ɛ̀,ŋ,itive,perfective
ŋ-á-uɾɛt̪-ɔ̀,ŋ,itive,imperfective
ŋ-á-uɾɛt̪-ɔ́,ŋ,ventive,imperfective
ɲ-uɾɛt̪-ɔ̀,ɲ,ventive,dependent
ɲ-uɾɛt̪-ɔ́,ɲ,ventive,perfective
ɲ-uɾɛt̪-ɛ̀,ɲ,itive,dependent
ɲ-à-uɾɛt̪-ɛ̀,ɲ,itive,perfective
ɲ-á-uɾɛt̪-ɔ̀,ɲ,itive,imperfective
ɲ-á-uɾɛt̪-ɔ́,ɲ,ventive,imperfective
n-uɾɛt̪-ɔ̀,n,ventive,dependent
n-uɾɛt̪-ɔ́,n,ventive,perfective
n-uɾɛt̪-ɛ̀,n,itive,dependent
n-à-uɾɛt̪-ɛ̀,n,itive,perfective
n-á-uɾɛt̪-ɔ̀,n,itive,imperfective
n-á-uɾɛt̪-ɔ́,n,ventive,imperfective
j-uɾɛt̪-ɔ̀,j,ventive,dependent
j-uɾɛt̪-ɔ́,j,ventive,perfective
j-uɾɛt̪-ɛ̀,j,itive,dependent
j-à-uɾɛt̪-ɛ̀,j,itive,perfective
j-á-uɾɛt̪-ɔ̀,j,itive,imperfective
j-á-uɾɛt̪-ɔ́,j,ventive,imperfective
ð-uɾɛt̪-ɔ̀,ð,ventive,dependent
ð-uɾɛt̪-ɔ́,ð,ventive,perfective
ð-uɾɛt̪-ɔ́,ð,unmarked,infinitive
ð-uɾɛt̪-ɛ̀,ð,itive,dependent
ð-à-uɾɛt̪-ɛ̀,ð,itive,perfective
ð-á-uɾɛt̪-ɔ̀,ð,itive,imperfective
ð-á-uɾɛt̪-ɔ́,ð,ventive,imperfective
g-uɾɛt̪-ɔ̀,g,ventive,dependent
g-uɾɛt̪-ɔ́,g,ventive,perfective
g-uɾɛt̪-ɛ̀,g,itive,dependent
g-à-uɾɛt̪-ɛ̀,g,itive,perfective
g-á-uɾɛt̪-ɔ̀,g,itive,imperfective
g-á-uɾɛt̪-ɔ́,g,ventive,imperfective
t̪-uɾɛt̪-ɔ̀,t̪,ventive,dependent
